opportunity_id,account,sales_agent,manager,regional_office,product,deal_stage,engage_date,close_value,priority_score,priority_label,top_positive_reason_1,top_positive_reason_2,top_risk_reason_1,top_risk_reason_2,recommended_action
PPUSV3RG,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-05-21,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
CR6ZLEWC,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-03-24,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
LIQZNH9U,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-03-31,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
5CAP1055,Kan-code,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-08-13,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
04YGLJ3N,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-03-17,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
H8XH5MFQ,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-09-03,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
7HSRDCCK,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-06-13,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
5G4I94TF,Statholdings,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-03-26,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
HZIU2NOT,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-02-04,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
JB3J080M,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-07-11,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
NY7Z4I06,Betasoloin,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-08-05,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
K1K48OTP,Conecom,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-07-07,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
QP0QCP8Y,Dalttechnology,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-07-05,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
LSVGDJ1A,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-04-17,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
9E8A7MQ8,Blackzim,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-02-26,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
FPLXC8Z3,,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-07-26,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
BYF6ABTZ,Opentech,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Engaging,2017-04-18,,36.19942654381967,Baixa Prioridade,estágio avançado no funil,produto com bom desempenho histórico,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
USJWM3F3,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-07-10,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
STT3X4NB,Xx-holding,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-03-01,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
EEQV0YY4,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-08-12,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
OGHK250E,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-09-03,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
4QFATB6J,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-04-22,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
39EYEBMK,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-07-18,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
0I6U3MQ6,Funholding,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-01-12,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
4UZCVHEV,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-03-17,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
PTZ9QLEF,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-08-29,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
OZ761BUJ,,Violet Mclelland,Cara Losch,East,GTX Basic,Engaging,2017-02-13,,36.19571529007233,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
K6M3EX4O,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-04-15,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
VY4IVO2W,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-04-24,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
R2V49PU5,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-08-21,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
SU8JNMP4,Bubba Gump,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2016-11-24,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
8254HM4E,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-04-06,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
O3KC8QI8,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2016-12-08,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
LMOAYCUK,Plusstrip,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-01-11,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
MPME6VZD,Dontechi,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-05-29,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
PKDJTR06,Hatfan,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-01-24,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
F8QQEW1W,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-06-04,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
F5U1ACDD,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2016-11-19,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
ZHY9C8OO,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-02-02,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
9M72KPA3,Bluth Company,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-07-29,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
OPCLCCQH,Konex,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-03-16,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
TF19VML9,,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-02-08,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
T56J7ES7,Nam-zim,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Engaging,2017-06-09,,36.19133247663507,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,produto com baixa tração histórica,decidir se vale recuperar ou encerrar nesta semana
TTKPNDTP,,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-22,,36.187391493575184,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
RN7M3757,,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-30,,36.187391493575184,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
OMJHW2J1,,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-08-06,,36.187391493575184,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
YY2DWBG5,Ron-tech,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-24,,36.187391493575184,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
SZS2IPM3,Doncon,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-07-24,,36.187391493575184,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
G6CMP5I9,,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Engaging,2017-08-06,,36.187391493575184,Baixa Prioridade,bom histórico do vendedor,estágio avançado no funil,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
QKW7MDJK,,Violet Mclelland,Cara Losch,East,GTXPro,Engaging,2017-08-23,,36.1714816710638,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
8GE7FY98,,Violet Mclelland,Cara Losch,East,GTXPro,Engaging,2017-03-22,,36.1714816710638,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
CUV49MUR,Zathunicon,Violet Mclelland,Cara Losch,East,GTXPro,Engaging,2017-06-02,,36.1714816710638,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
R443AUAG,,Violet Mclelland,Cara Losch,East,GTXPro,Engaging,2017-06-27,,36.1714816710638,Baixa Prioridade,estágio avançado no funil,manager com bom histórico de fechamento,deal envelhecendo acima do ideal,região com baixa conversão histórica,decidir se vale recuperar ou encerrar nesta semana
